Timestamp,X,Y,Count
2014-06-08 08:15:00,0,67,366
2014-06-08 08:15:00,1,66,188
2014-06-08 08:15:00,1,67,161
2014-06-08 08:15:00,2,66,176
2014-06-08 08:15:00,2,67,171
2014-06-08 08:15:00,3,66,176
2014-06-08 08:15:00,3,67,168
2014-06-08 08:15:00,4,66,162
2014-06-08 08:15:00,4,67,154
2014-06-08 08:15:00,5,66,156
2014-06-08 08:15:00,5,67,156
2014-06-08 08:15:00,6,43,2
2014-06-08 08:15:00,6,66,151
2014-06-08 08:15:00,6,67,156
2014-06-08 08:15:00,7,42,1
2014-06-08 08:15:00,7,66,159
2014-06-08 08:15:00,7,67,148
2014-06-08 08:15:00,8,43,1
2014-06-08 08:15:00,8,66,165
2014-06-08 08:15:00,8,67,141
2014-06-08 08:15:00,9,42,1
2014-06-08 08:15:00,9,66,156
2014-06-08 08:15:00,9,67,144
2014-06-08 08:15:00,10,42,1
2014-06-08 08:15:00,10,66,148
2014-06-08 08:15:00,10,67,149
2014-06-08 08:15:00,11,43,1
2014-06-08 08:15:00,11,66,142
2014-06-08 08:15:00,11,67,142
2014-06-08 08:15:00,12,44,1
2014-06-08 08:15:00,12,66,134
2014-06-08 08:15:00,12,67,149
2014-06-08 08:15:00,13,44,1
2014-06-08 08:15:00,13,66,139
2014-06-08 08:15:00,13,67,144
2014-06-08 08:15:00,14,43,12
2014-06-08 08:15:00,14,44,9
2014-06-08 08:15:00,14,66,150
2014-06-08 08:15:00,14,67,133
2014-06-08 08:15:00,15,40,10
2014-06-08 08:15:00,15,41,18
2014-06-08 08:15:00,15,42,28
2014-06-08 08:15:00,15,43,23
2014-06-08 08:15:00,15,44,36
2014-06-08 08:15:00,15,45,35
2014-06-08 08:15:00,15,46,16
2014-06-08 08:15:00,15,66,137
2014-06-08 08:15:00,15,67,146
2014-06-08 08:15:00,16,40,35
2014-06-08 08:15:00,16,41,45
2014-06-08 08:15:00,16,42,22
2014-06-08 08:15:00,16,43,18
2014-06-08 08:15:00,16,44,31
2014-06-08 08:15:00,16,45,43
2014-06-08 08:15:00,16,46,72
2014-06-08 08:15:00,16,47,37
2014-06-08 08:15:00,16,48,1
2014-06-08 08:15:00,16,49,12
2014-06-08 08:15:00,16,66,205
2014-06-08 08:15:00,16,67,130
2014-06-08 08:15:00,17,39,53
2014-06-08 08:15:00,17,40,18
2014-06-08 08:15:00,17,42,13
2014-06-08 08:15:00,17,43,28
2014-06-08 08:15:00,17,47,58
2014-06-08 08:15:00,17,48,99
2014-06-08 08:15:00,17,50,6
2014-06-08 08:15:00,17,66,149
2014-06-08 08:15:00,17,67,166
2014-06-08 08:15:00,18,38,52
2014-06-08 08:15:00,18,49,99
2014-06-08 08:15:00,18,50,2
2014-06-08 08:15:00,18,51,4
2014-06-08 08:15:00,18,66,147
2014-06-08 08:15:00,18,67,153
2014-06-08 08:15:00,19,37,43
2014-06-08 08:15:00,19,38,5
2014-06-08 08:15:00,19,39,4
2014-06-08 08:15:00,19,50,99
2014-06-08 08:15:00,19,51,3
2014-06-08 08:15:00,19,52,3
2014-06-08 08:15:00,19,66,152
2014-06-08 08:15:00,19,67,147
2014-06-08 08:15:00,20,36,40
2014-06-08 08:15:00,20,37,3
2014-06-08 08:15:00,20,38,6
2014-06-08 08:15:00,20,39,3
2014-06-08 08:15:00,20,51,100
2014-06-08 08:15:00,20,52,5
2014-06-08 08:15:00,20,66,149
2014-06-08 08:15:00,20,67,148
2014-06-08 08:15:00,21,21,9
2014-06-08 08:15:00,21,22,11
2014-06-08 08:15:00,21,23,12
2014-06-08 08:15:00,21,24,11
2014-06-08 08:15:00,21,25,13
2014-06-08 08:15:00,21,26,12
2014-06-08 08:15:00,21,27,11
2014-06-08 08:15:00,21,28,7
2014-06-08 08:15:00,21,29,7
2014-06-08 08:15:00,21,30,8
2014-06-08 08:15:00,21,31,12
2014-06-08 08:15:00,21,32,7
2014-06-08 08:15:00,21,33,23
2014-06-08 08:15:00,21,34,15
2014-06-08 08:15:00,21,35,35
2014-06-08 08:15:00,21,37,8
2014-06-08 08:15:00,21,38,5
2014-06-08 08:15:00,21,39,2
2014-06-08 08:15:00,21,40,1
2014-06-08 08:15:00,21,52,105
2014-06-08 08:15:00,21,66,147
2014-06-08 08:15:00,21,67,145
2014-06-08 08:15:00,22,20,14
