Timestamp,X,Y,Count
2014-06-07 08:15:00,0,67,246
2014-06-07 08:15:00,1,66,106
2014-06-07 08:15:00,1,67,128
2014-06-07 08:15:00,2,66,120
2014-06-07 08:15:00,2,67,113
2014-06-07 08:15:00,3,66,144
2014-06-07 08:15:00,3,67,87
2014-06-07 08:15:00,4,66,108
2014-06-07 08:15:00,4,67,90
2014-06-07 08:15:00,5,66,97
2014-06-07 08:15:00,5,67,101
2014-06-07 08:15:00,6,43,6
2014-06-07 08:15:00,6,66,91
2014-06-07 08:15:00,6,67,107
2014-06-07 08:15:00,7,42,2
2014-06-07 08:15:00,7,43,2
2014-06-07 08:15:00,7,66,82
2014-06-07 08:15:00,7,67,114
2014-06-07 08:15:00,8,42,1
2014-06-07 08:15:00,8,43,3
2014-06-07 08:15:00,8,66,90
2014-06-07 08:15:00,8,67,97
2014-06-07 08:15:00,9,42,2
2014-06-07 08:15:00,9,43,2
2014-06-07 08:15:00,9,66,77
2014-06-07 08:15:00,9,67,108
2014-06-07 08:15:00,10,43,3
2014-06-07 08:15:00,10,44,1
2014-06-07 08:15:00,10,66,92
2014-06-07 08:15:00,10,67,90
2014-06-07 08:15:00,11,43,1
2014-06-07 08:15:00,11,44,3
2014-06-07 08:15:00,11,66,96
2014-06-07 08:15:00,11,67,85
2014-06-07 08:15:00,12,43,2
2014-06-07 08:15:00,12,44,2
2014-06-07 08:15:00,12,66,72
2014-06-07 08:15:00,12,67,109
2014-06-07 08:15:00,13,44,4
2014-06-07 08:15:00,13,66,97
2014-06-07 08:15:00,13,67,82
2014-06-07 08:15:00,14,43,6
2014-06-07 08:15:00,14,44,15
2014-06-07 08:15:00,14,66,89
2014-06-07 08:15:00,14,67,90
2014-06-07 08:15:00,15,40,3
2014-06-07 08:15:00,15,41,19
2014-06-07 08:15:00,15,42,21
2014-06-07 08:15:00,15,43,22
2014-06-07 08:15:00,15,44,14
2014-06-07 08:15:00,15,45,30
2014-06-07 08:15:00,15,46,13
2014-06-07 08:15:00,15,66,97
2014-06-07 08:15:00,15,67,82
2014-06-07 08:15:00,16,40,24
2014-06-07 08:15:00,16,41,23
2014-06-07 08:15:00,16,42,19
2014-06-07 08:15:00,16,43,9
2014-06-07 08:15:00,16,44,32
2014-06-07 08:15:00,16,45,31
2014-06-07 08:15:00,16,46,49
2014-06-07 08:15:00,16,47,25
2014-06-07 08:15:00,16,49,22
2014-06-07 08:15:00,16,66,132
2014-06-07 08:15:00,16,67,80
2014-06-07 08:15:00,17,39,32
2014-06-07 08:15:00,17,40,8
2014-06-07 08:15:00,17,42,4
2014-06-07 08:15:00,17,43,20
2014-06-07 08:15:00,17,47,49
2014-06-07 08:15:00,17,48,80
2014-06-07 08:15:00,17,49,3
2014-06-07 08:15:00,17,50,10
2014-06-07 08:15:00,17,66,76
2014-06-07 08:15:00,17,67,121
2014-06-07 08:15:00,18,38,32
2014-06-07 08:15:00,18,49,86
2014-06-07 08:15:00,18,50,5
2014-06-07 08:15:00,18,51,5
2014-06-07 08:15:00,18,66,88
2014-06-07 08:15:00,18,67,103
2014-06-07 08:15:00,19,37,21
2014-06-07 08:15:00,19,38,7
2014-06-07 08:15:00,19,39,4
2014-06-07 08:15:00,19,50,87
2014-06-07 08:15:00,19,51,5
2014-06-07 08:15:00,19,52,4
2014-06-07 08:15:00,19,66,96
2014-06-07 08:15:00,19,67,92
